Sample	x1	x2	x3	x4	x5	x6	x7	x8	x9	x10	
0	1.0	1.0	1.0	0.9993044748258394	1.0	1.0	1.0	1.0	1.0	1.0	
10	1.0	1.1047602135838719	1.0	0.7705857146951994	1.4795962054782579	1.2342208123884042	1.0	1.3791600445352035	0.8204212757752333	1.0	
20	1.0	1.2047223133791487	1.175855881957294	0.7705857146951994	1.3876093900495923	1.2342208123884042	1.298995988798206	0.9826401410432823	0.8204212757752333	1.0	
30	1.0	0.9405942629248303	1.175855881957294	0.7705857146951994	1.6119099951499	1.128418118471145	1.4193896596910431	0.9826401410432823	1.0861480043475544	1.1279966660366862	
40	0.8749390886047219	0.9261609642530293	1.175855881957294	0.7705857146951994	1.7277537298817898	1.2243996315529093	1.2958455270097606	0.9826401410432823	1.0728760037283789	1.165758649638752	
50	0.775022144871609	1.0364828241722532	1.175855881957294	0.857090098131122	1.3347481689883613	1.4060746391594454	1.496444958109971	0.9826401410432823	0.8409990178893703	1.165758649638752	
60	0.775022144871609	1.277127695368435	0.9657252717935704	0.857090098131122	1.1183341381066894	1.4022844835995822	1.496444958109971	0.8087432202485825	0.7008138002700199	1.165758649638752	
70	0.775022144871609	1.387335859530296	0.7578149003335218	0.8260618359047315	0.9214937947634825	1.4022844835995822	1.0527189542591662	0.8087432202485825	0.7008138002700199	1.165758649638752	
80	0.775022144871609	1.387335859530296	0.7578149003335218	0.8885262047448147	0.9235801236012187	1.2829146767085833	1.4826622022209555	0.8087432202485825	0.8756629017898454	1.3413325353534697	
90	0.6223955476317791	1.387335859530296	0.7982350055944152	1.2364720270716303	0.6999372862603793	1.4388962001045198	1.4826622022209555	1.4298705319753617	0.8756629017898454	1.3413325353534697	
100	0.6223955476317791	1.387335859530296	0.7982350055944152	0.965047943985692	0.5347316052644712	1.1205466004028746	1.4826622022209555	1.0474853020704862	0.8756629017898454	1.3413325353534697	
110	0.6223955476317791	1.3589828873017795	0.7982350055944152	0.8991168761612528	0.6670152093142563	1.1205466004028746	1.082382578572483	0.8829870656560035	1.0305495045141693	1.3593232998021658	
120	0.6223955476317791	1.2831312539851178	0.7982350055944152	1.3294510416907594	0.5666409090135277	1.1205466004028746	1.082382578572483	0.8335271283998702	1.1914265606033498	1.2792954605059017	
130	0.5500507914864534	1.4379040541671027	0.7982350055944152	1.3294510416907594	0.5666409090135277	1.4488569041270092	0.953497979344957	0.6790366045886822	1.1914265606033498	1.5175852519824062	
140	0.5500507914864534	1.4379040541671027	0.7982350055944152	1.606684215255925	0.5907726065379089	1.2149108107666762	0.784304640811782	0.6625879847826485	1.1914265606033498	1.5774061457522355	
150	0.5500507914864534	1.4379040541671027	0.6124574349837583	1.7844172132388874	0.4526301768739869	1.2243532202353606	0.9706611614908828	0.8462252972537413	1.4418556035766132	1.5774061457522355	
160	0.5500507914864534	1.4379040541671027	0.5682911344787344	1.7844172132388874	0.4526301768739869	0.9274153694547806	0.9706611614908828	1.0663844048871376	1.1367100141483966	1.5774061457522355	
170	0.5754811693014457	1.4379040541671027	0.5682911344787344	1.7844172132388874	0.4727019211786404	0.8844824236481138	0.9706611614908828	0.8565500585254664	1.0884992893693382	1.266626304075875	
180	0.5754811693014457	1.4379040541671027	0.3366555068888461	1.7844172132388874	0.5050281281264096	0.7210571016943145	0.8109700739822173	0.8701209731673064	1.0884992893693382	1.266626304075875	
190	0.4510420767494312	1.1821764128551355	0.3366555068888461	1.7844172132388874	0.5050281281264096	0.6518974634834491	0.7321812122812699	0.6757932926853842	0.9595869143280024	1.266626304075875	
200	0.4510420767494312	1.3536883843350505	0.37123334131416386	1.8068336898340434	0.6558268927560188	0.70218116592603	0.6714364656266277	0.6757932926853842	1.2809406600706075	0.973970753142478	
210	0.38912329604685103	1.3536883843350505	0.28603019641660954	1.6989561040857013	0.6558268927560188	0.8758920490745942	0.6714364656266277	0.8572494877196659	0.9733923737520196	0.7437942210127181	
220	0.38912329604685103	1.3324247464102859	0.28693011635216004	1.5412241099279884	0.5076188299039505	0.9534847398149436	0.5905432457077544	0.8572494877196659	0.9733923737520196	0.7437942210127181	
230	0.30661104618510376	1.1434083241211572	0.30292685640651357	1.5790726545599487	0.5076188299039505	0.9534847398149436	0.5905432457077544	1.0338547013206476	0.9733923737520196	0.7437942210127181	
240	0.30661104618510376	1.189246516060034	0.3578838241847672	1.459363869962869	0.6749488355593117	0.8356714475872438	0.5051200195459754	0.9943436074006579	0.9733923737520196	0.6018044280306208	
250	0.30661104618510376	1.120404767575961	0.3578838241847672	1.459363869962869	0.5590347493059874	1.1347370907315617	0.640036734985495	0.9943436074006579	0.9733923737520196	0.602121500562463	
260	0.37176162661987666	0.9040848995205981	0.3578838241847672	1.459363869962869	0.64503947392583	1.1347370907315617	0.640036734985495	0.9943436074006579	0.7079949969918817	0.7069759476438988	
270	0.3139166723710713	1.0036467189225606	0.4466390328725799	1.459363869962869	0.64503947392583	1.1347370907315617	0.647918864329225	1.24317029430792	0.6559053525311641	0.7430962320935905	
280	0.3745117417543512	0.7452024908526688	0.5685567890626024	1.459363869962869	0.64503947392583	1.1347370907315617	0.6219873293487046	1.1561545621583438	0.6559053525311641	0.7766583560344418	
290	0.3745117417543512	0.9779170016388657	0.5685567890626024	1.459363869962869	0.7416149088724714	1.1347370907315617	0.6219873293487046	0.9868098986433249	0.5784063816858089	0.9095015009114024	
